image_path,label
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000043.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000052.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000059.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000061.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000071.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000077.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000082.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000085.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000087.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000089.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\003__Grasp__f000000.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\003__Grasp__f000012.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\003__Grasp__f000028.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\003__Grasp__f000036.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\003__Grasp__f000044.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\003__Grasp__f000064.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\003__Grasp__f000089.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\003__Grasp__f000104.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\003__Grasp__f000119.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\003__Grasp__f000133.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\003__Grasp__f000137.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\003__Grasp__f000146.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\003__Grasp__f000161.png,1
